rowid,question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
464,135287,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Warnock,14489,Raphael Warnock,DEM,41.0
465,135287,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Loeffler,13671,Kelly Loeffler,REP,22.0
466,135287,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Collins,13669,Doug Collins,REP,19.0
467,135287,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,4.0
468,135287,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,3.0
469,135287,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Slowinski,14549,Brian Richard Slowinski,LIB,1.0
470,135288,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Warnock,14489,Raphael Warnock,DEM,42.0
471,135288,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Loeffler,13671,Kelly Loeffler,REP,22.0
472,135288,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Collins,13669,Doug Collins,REP,20.0
473,135288,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,3.0
474,135288,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,2.0
475,135288,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,jungle primary,7780,Slowinski,14549,Brian Richard Slowinski,LIB,1.0
476,135289,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,rv,rv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 13:07,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,49.0
477,135289,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,rv,rv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 13:07,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,41.0
478,135290,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,rv,rv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 13:07,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,51.0
479,135290,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,rv,rv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 13:07,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Collins,13669,Doug Collins,REP,39.0
480,135322,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 14:58,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,51.0
481,135322,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 14:58,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,45.0
482,135323,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 14:58,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,52.0
483,135323,72146,2020,Georgia,320,Monmouth University,,,Monmouth University,215,Monmouth University,A,504,lv,lv,Live Phone,U.S. Senate,2,Class III,10/23/20,10/27/20,1/5/21,,0,,,0,0,10/28/20 14:58,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,runoff,7781,Collins,13669,Doug Collins,REP,45.0
484,135366,72171,2020,Minnesota,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A,649,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 20:22,,https://assets.documentcloud.org/documents/20400328/surveyusa1028.pdf,general,6281,Smith,15691,Tina Smith,DEM,45.0
485,135366,72171,2020,Minnesota,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A,649,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 20:22,,https://assets.documentcloud.org/documents/20400328/surveyusa1028.pdf,general,6281,Lewis,15692,Jason Lewis,REP,42.0
486,135388,72179,2020,Maine,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,1007,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 07:46,,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,general,6279,Gideon,13455,Sara Gideon,DEM,46.0
487,135388,72179,2020,Maine,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,1007,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 07:46,,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,general,6279,Collins,13456,Susan M. Collins,REP,45.0
488,135388,72179,2020,Maine,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,1007,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 07:46,,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,general,6279,Linn,14691,Max Linn,IND,1.0
489,135388,72179,2020,Maine,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,1007,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 07:46,,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,general,6279,Savage,14690,Lisa Savage,IND,4.0
490,135389,72179,2020,Maine,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,1007,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 07:46,allocated after RCV,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,general,6279,Gideon,13455,Sara Gideon,DEM,51.0
491,135389,72179,2020,Maine,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,1007,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 07:46,allocated after RCV,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,general,6279,Collins,13456,Susan M. Collins,REP,49.0
492,135478,72215,2020,North Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,1034,lv,lv,Live Phone,U.S. Senate,0,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 13:07,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,6284,Cunningham,13468,Cal Cunningham,DEM,46.0
493,135478,72215,2020,North Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,1034,lv,lv,Live Phone,U.S. Senate,0,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 13:07,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,6284,Tillis,13461,Thom Tillis,REP,43.0
494,135478,72215,2020,North Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,1034,lv,lv,Live Phone,U.S. Senate,0,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 13:07,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,6284,Bray,14557,Shannon Wilson Bray,LIB,2.0
495,135478,72215,2020,North Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,1034,lv,lv,Live Phone,U.S. Senate,0,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 13:07,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,6284,Hayes,14558,Kevin Eugene Hayes,CON,1.0
496,135488,72220,2020,Iowa,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,A-,1225,lv,lv,Live Phone,U.S. Senate,0,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 14:03,,https://poll.qu.edu/florida/release-detail?ReleaseID=3682,general,6272,Greenfield,13466,Theresa Greenfield,DEM,46.0
497,135488,72220,2020,Iowa,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,A-,1225,lv,lv,Live Phone,U.S. Senate,0,Class II,10/23/20,10/27/20,11/3/20,,0,,,0,0,10/29/20 14:03,,https://poll.qu.edu/florida/release-detail?ReleaseID=3682,general,6272,Ernst,13467,Joni K. Ernst,REP,48.0
498,135118,72071,2020,South Carolina,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522,Data for Progress,B,1196,lv,lv,Online/Text,U.S. Senate,0,Class II,10/22/20,10/27/20,11/3/20,,0,DEM,,0,0,10/27/20 20:39,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,6292,Harrison,13457,Jaime Harrison,DEM,46.0
499,135118,72071,2020,South Carolina,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522,Data for Progress,B,1196,lv,lv,Online/Text,U.S. Senate,0,Class II,10/22/20,10/27/20,11/3/20,,0,DEM,,0,0,10/27/20 20:39,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,6292,Graham,13458,Lindsey Graham,REP,46.0
500,135118,72071,2020,South Carolina,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522,Data for Progress,B,1196,lv,lv,Online/Text,U.S. Senate,0,Class II,10/22/20,10/27/20,11/3/20,,0,DEM,,0,0,10/27/20 20:39,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,6292,Bledsoe,14749,Bill Bledsoe,CON,3.0
501,135094,72059,2020,North Carolina,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,647,lv,lv,Online,U.S. Senate,0,Class II,10/21/20,10/27/20,11/3/20,,0,,,0,0,10/27/20 15:56,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,6284,Cunningham,13468,Cal Cunningham,DEM,48.0
502,135094,72059,2020,North Carolina,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,647,lv,lv,Online,U.S. Senate,0,Class II,10/21/20,10/27/20,11/3/20,,0,,,0,0,10/27/20 15:56,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,6284,Tillis,13461,Thom Tillis,REP,47.0
503,135359,72166,2020,Arizona,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,714,lv,lv,Online,U.S. Senate,2,Class III,10/21/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 18:25,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,6268,Kelly,13445,Mark Kelly,DEM,51.0
504,135359,72166,2020,Arizona,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,714,lv,lv,Online,U.S. Senate,2,Class III,10/21/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 18:25,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,6268,McSally,13446,Martha McSally,REP,44.0
505,135131,72078,2020,Virginia,94,Christopher Newport University,,,Christopher Newport University,50,Christopher Newport University,A/B,908,lv,lv,Live Phone,U.S. Senate,2,Class II,10/15/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 07:47,,https://cnu.edu/wasoncenter/surveys/archive/2020-10-28.html,general,6296,Warner,14760,Mark R. Warner,DEM,57.0
506,135131,72078,2020,Virginia,94,Christopher Newport University,,,Christopher Newport University,50,Christopher Newport University,A/B,908,lv,lv,Live Phone,U.S. Senate,2,Class II,10/15/20,10/27/20,11/3/20,,0,,,0,0,10/28/20 07:47,,https://cnu.edu/wasoncenter/surveys/archive/2020-10-28.html,general,6296,Gade,15688,Daniel M. Gade,REP,37.0
507,135037,72032,2020,South Carolina,1313,Starboard Communications,,,Starboard Communications,316,Starboard Communications,B/C,800,lv,lv,IVR/Live Phone/Text,U.S. Senate,0,Class II,10/26/20,10/26/20,11/3/20,,0,,,0,0,10/26/20 20:34,,https://twitter.com/walter_whetsell/status/1320870398410530817,general,6292,Harrison,13457,Jaime Harrison,DEM,42.5
508,135037,72032,2020,South Carolina,1313,Starboard Communications,,,Starboard Communications,316,Starboard Communications,B/C,800,lv,lv,IVR/Live Phone/Text,U.S. Senate,0,Class II,10/26/20,10/26/20,11/3/20,,0,,,0,0,10/26/20 20:34,,https://twitter.com/walter_whetsell/status/1320870398410530817,general,6292,Graham,13458,Lindsey Graham,REP,51.9
509,135037,72032,2020,South Carolina,1313,Starboard Communications,,,Starboard Communications,316,Starboard Communications,B/C,800,lv,lv,IVR/Live Phone/Text,U.S. Senate,0,Class II,10/26/20,10/26/20,11/3/20,,0,,,0,0,10/26/20 20:34,,https://twitter.com/walter_whetsell/status/1320870398410530817,general,6292,Bledsoe,14749,Bill Bledsoe,CON,2.5
510,135266,72054,2020,North Carolina,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,800,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/24/20,10/26/20,11/3/20,,0,,,0,0,10/28/20 10:16,,http://politicaliq.com/2020/10/28/nc-senate-cunningham-d-49-tillis-r-42/,general,6284,Cunningham,13468,Cal Cunningham,DEM,49.0
511,135266,72054,2020,North Carolina,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,800,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/24/20,10/26/20,11/3/20,,0,,,0,0,10/28/20 10:16,,http://politicaliq.com/2020/10/28/nc-senate-cunningham-d-49-tillis-r-42/,general,6284,Tillis,13461,Thom Tillis,REP,42.0
512,135088,72056,2020,Minnesota,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,657,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/24/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 14:43,,https://www.scribd.com/document/481836479/Minnesota-October-26-2020-v2,general,6281,Smith,15691,Tina Smith,DEM,53.0
513,135088,72056,2020,Minnesota,801,Gravis Marketing,,,Gravis Marketing,124,Gravis Marketing,B,657,lv,lv,IVR/Online,U.S. Senate,2,Class II,10/24/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 14:43,,https://www.scribd.com/document/481836479/Minnesota-October-26-2020-v2,general,6281,Lewis,15692,Jason Lewis,REP,39.0
514,135120,72073,2020,Michigan,468,Tarrance Group,,,Tarrance Group,333,Tarrance Group,B+,,lv,lv,Live Phone,U.S. Senate,2,Class II,10/24/20,10/26/20,11/3/20,John James,1,REP,,0,0,10/27/20 20:43,,https://www.breitbart.com/2020-election/2020/10/27/exclusive-internal-memo-shows-john-james-statistical-tie-michigan-sen-gary-peters/,general,6280,Peters,13453,Gary C. Peters,DEM,47.5
515,135120,72073,2020,Michigan,468,Tarrance Group,,,Tarrance Group,333,Tarrance Group,B+,,lv,lv,Live Phone,U.S. Senate,2,Class II,10/24/20,10/26/20,11/3/20,John James,1,REP,,0,0,10/27/20 20:43,,https://www.breitbart.com/2020-election/2020/10/27/exclusive-internal-memo-shows-john-james-statistical-tie-michigan-sen-gary-peters/,general,6280,James,13454,John James,REP,46.2
516,135052,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,general,6271,Ossoff,14567,Jon Ossoff,DEM,51.0
517,135052,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,general,6271,Perdue,14568,David A. Perdue,REP,45.0
518,135052,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,general,6271,Hazel,14572,Shane Hazel,LIB,2.0
519,135053,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,jungle primary,7780,Warnock,14489,Raphael Warnock,DEM,48.0
520,135053,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,jungle primary,7780,Collins,13669,Doug Collins,REP,23.0
521,135053,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,jungle primary,7780,Loeffler,13671,Kelly Loeffler,REP,22.0
522,135053,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,2.0
523,135053,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,1.0
524,135054,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,1/5/21,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,51.0
525,135054,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,1/5/21,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,37.0
526,135055,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,1/5/21,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,51.0
527,135055,72040,2020,Georgia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1041,lv,lv,Online,U.S. Senate,2,Class III,10/23/20,10/26/20,1/5/21,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_10_p577m2.pdf,runoff,7781,Collins,13669,Doug Collins,REP,42.0
528,135056,72041,2020,Mississippi,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,507,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_MS_banner_book_2020_10_46eq84.pdf,general,6282,Espy,13651,Mike Espy,DEM,44.0
529,135056,72041,2020,Mississippi,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,507,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_MS_banner_book_2020_10_46eq84.pdf,general,6282,Hyde-Smith,13652,Cindy Hyde-Smith,REP,52.0
530,135056,72041,2020,Mississippi,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,507,lv,lv,Online,U.S. Senate,2,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/27/20 08:26,,https://civiqs.com/documents/Civiqs_DailyKos_MS_banner_book_2020_10_46eq84.pdf,general,6282,Edwards,14573,Jimmy Edwards,LIB,2.0
531,135369,72061,2020,North Carolina,460,SurveyUSA,"241,1497",WRAL News | WRAL-TV (Raleigh),SurveyUSA,325,SurveyUSA,A,627,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/28/20 20:44,,http://www.surveyusa.com/client/PollReport.aspx?g=4d33a5bf-6d75-4813-b96b-47f306098643,general,6284,Cunningham,13468,Cal Cunningham,DEM,48.0
532,135369,72061,2020,North Carolina,460,SurveyUSA,"241,1497",WRAL News | WRAL-TV (Raleigh),SurveyUSA,325,SurveyUSA,A,627,lv,lv,Online,U.S. Senate,0,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/28/20 20:44,,http://www.surveyusa.com/client/PollReport.aspx?g=4d33a5bf-6d75-4813-b96b-47f306098643,general,6284,Tillis,13461,Thom Tillis,REP,45.0
533,135299,72152,2020,Michigan,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,856,lv,lv,Live Phone,U.S. Senate,2,Class II,10/23/20,10/26/20,11/3/20,,0,,,0,0,10/28/20 13:29,,https://int.nyt.com/data/documenttools/mi102320-crosstabs/9308372de600fa49/full.pdf,general,6280,Peters,13453,Gary C. Peters,DEM,49.0
