poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes
poll-2018-VA-3-87,study-2018-VA-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,a636a7cbe40c6182b068c2f0430b18de36fbd509fe46a7864b53edd44639c42d,2018-09-21,2018-09-24,2018-09-25,,2026-09-13T15:08:13.863678+00:00,2018-09-25,,2018-09-25,2018-09-24,senate-2018,US_SENATE,VA,senate-2018-VA,LV,400,Live Phone,59.47,40.53,6.34,0.89,18.949,False,include,,fixtures-v1,2026-09-13T15:08:13.863678+00:00,
poll-2018-VA-4-44,study-2018-VA-Emerson-2018-09-23,1,Emerson,none,synthetic://fixtures/polls,0ce44bf5b191673d0bc962813e396f8778d4f56a8298c4b0e3a83a2cd085f8e9,2018-09-21,2018-09-23,2018-09-23,,2026-09-13T15:08:13.863678+00:00,2018-09-23,,2018-09-23,2018-09-23,senate-2018,US_SENATE,VA,senate-2018-VA,RV,900,Live Phone,56.17,43.83,2.88,0.86,12.345,False,include,,fixtures-v1,2026-09-13T15:08:13.863678+00:00,
poll-2018-VA-5-31,study-2018-VA-Trafalgar-2018-10-06,1,Trafalgar,none,synthetic://fixtures/polls,499de266d8ddb9b3968eac233b8ea399e18f16843d7b316740deedd12bada759,2018-10-03,2018-10-06,2018-10-07,,2026-09-13T15:08:13.863678+00:00,2018-10-07,,2018-10-07,2018-10-06,senate-2018,US_SENATE,VA,senate-2018-VA,LV,750,IVR/Online,65.79,34.21,3.37,1.06,31.588,False,include,,fixtures-v1,2026-09-13T15:08:13.863678+00:00,
poll-2018-VA-6-45,study-2018-VA-Emerson-2018-09-22,1,Emerson,none,synthetic://fixtures/polls,a5bc53d5c1520f665a58b14ab62389225750349a778ec73fe973a0f972ad3ffb,2018-09-19,2018-09-22,2018-09-23,,2026-09-13T15:08:13.863678+00:00,2018-09-23,,2018-09-23,2018-09-22,senate-2018,US_SENATE,VA,senate-2018-VA,RV,750,Live Phone,57.56,42.44,5.22,0.69,15.122,False,include,,fixtures-v1,2026-09-13T15:08:13.863678+00:00,
poll-2018-VA-7-40,study-2018-VA-YouGov-2018-09-27,1,YouGov,none,synthetic://fixtures/polls,173fae39586f4daf7a8e2174355f5907d17c22532e5eac52ae73ba70729cd2c2,2018-09-25,2018-09-27,2018-09-27,,2026-09-13T15:08:13.863678+00:00,2018-09-27,,2018-09-27,2018-09-27,senate-2018,US_SENATE,VA,senate-2018-VA,RV,750,Live Phone,57.72,42.28,3.72,1.15,15.44,False,include,,fixtures-v1,2026-09-13T15:08:13.863678+00:00,
poll-2018-VA-8-133,study-2018-VA-SurveyUSA-2018-06-26,1,SurveyUSA,none,synthetic://fixtures/polls,1f8459a95289f3e4835e78d3913eb5ea5c3b45dc98f9608bd8080e2e625e5de0,2018-06-22,2018-06-26,2018-06-27,,2026-09-13T15:08:13.863678+00:00,2018-06-27,,2018-06-27,2018-06-26,senate-2018,US_SENATE,VA,senate-2018-VA,LV,1200,Live Phone,54.48,45.52,4.71,1.04,8.968,False,include,,fixtures-v1,2026-09-13T15:08:13.863678+00:00,
poll-2018-VA-9-135,study-2018-VA-Trafalgar-2018-06-24,1,Trafalgar,none,synthetic://fixtures/polls,d97f63ea5f08351cc46d16de27344cd7e11e5bc524886de656d559e1bbf5cfff,2018-06-22,2018-06-24,2018-06-24,,2026-09-13T15:08:13.864680+00:00,2018-06-24,,2018-06-24,2018-06-24,senate-2018,US_SENATE,VA,senate-2018-VA,LV,600,Online,54.62,45.38,5.14,2.31,9.232,False,include,,fixtures-v1,2026-09-13T15:08:13.864680+00:00,
poll-2018-VA-10-97,study-2018-VA-SurveyUSA-2018-08-01,1,SurveyUSA,none,synthetic://fixtures/polls,3f30f94e6735f4783b585d1957b340e244ac319a08f2aebec42769ef048d1efd,2018-07-29,2018-08-01,2018-08-02,,2026-09-13T15:08:13.864680+00:00,2018-08-02,,2018-08-02,2018-08-01,senate-2018,US_SENATE,VA,senate-2018-VA,RV,750,Online,56.73,43.27,5.48,0.66,13.454,False,include,,fixtures-v1,2026-09-13T15:08:13.864680+00:00,
poll-2018-VA-11-23,study-2018-VA-SurveyUSA-2018-10-14,1,SurveyUSA,none,synthetic://fixtures/polls,7ccb41fef55960ca66d8d522b6d9a777f9ce2d2e6bd453c190629e7f935a5554,2018-10-10,2018-10-14,2018-10-15,,2026-09-13T15:08:13.864680+00:00,2018-10-15,,2018-10-15,2018-10-14,senate-2018,US_SENATE,VA,senate-2018-VA,LV,750,IVR/Online,55.4,44.6,4.0,1.6,10.807,False,include,,fixtures-v1,2026-09-13T15:08:13.864680+00:00,
poll-2018-WV-0-47,study-2018-WV-PPP-2018-09-20,1,PPP,none,synthetic://fixtures/polls,f4bb70f36d36da92e430d82a334b5ff5bc81a30063760b09b96ca6a0d110201c,2018-09-17,2018-09-20,2018-09-20,,2026-09-13T15:08:13.864680+00:00,2018-09-20,,2018-09-20,2018-09-20,senate-2018,US_SENATE,WV,senate-2018-WV,LV,600,IVR/Online,41.98,58.02,7.16,1.37,-16.037,False,include,,fixtures-v1,2026-09-13T15:08:13.864680+00:00,
poll-2018-WV-1-6,study-2018-WV-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,0c60c06e0cc617b005e10e13f11365bf1c01bbfb7a6950ed7e2e84b7bcb624a4,2018-10-10,2018-10-13,2018-10-14,,2026-09-13T15:08:13.864680+00:00,2018-10-14,,2018-10-14,2018-10-13,senate-2018,US_SENATE,WV,senate-2018-WV,LV,400,Online,29.9,70.1,5.37,1.11,-40.198,False,include,,fixtures-v1,2026-09-13T15:08:13.864680+00:00,
poll-2018-WV-2-4,study-2018-WV-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,34de494807c42940f1f0343b80d752ba2f2affef5907f97038812e0dc3e2a265,2018-10-09,2018-10-12,2018-10-13,,2026-09-13T15:08:13.864680+00:00,2018-10-13,,2018-10-13,2018-10-12,senate-2018,US_SENATE,WV,senate-2018-WV,LV,500,Live Phone,36.43,63.57,4.75,0.49,-27.148,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WV-3-69,study-2018-WV-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,30a1aec963eed1b3466d2d4b3e2716c9412d62905296f307cfc9c59501572a10,2018-10-08,2018-10-11,2018-10-12,,2026-09-13T15:08:13.865683+00:00,2018-10-12,,2018-10-12,2018-10-11,senate-2018,US_SENATE,WV,senate-2018-WV,RV,750,Live Phone,36.15,63.85,5.74,1.4,-27.705,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WV-4-139,study-2018-WV-Trafalgar-2018-06-20,1,Trafalgar,none,synthetic://fixtures/polls,fc2e7866107b81ce6879bdda5995d60854b28259e769a07754ab74a81201d3ab,2018-06-17,2018-06-20,2018-06-20,,2026-09-13T15:08:13.865683+00:00,2018-06-20,,2018-06-20,2018-06-20,senate-2018,US_SENATE,WV,senate-2018-WV,RV,750,Live Phone,34.03,65.97,3.5,1.68,-31.931,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-0-53,study-2018-WY-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,f2b75e4f524d2a7c8b65c283f80e02c55409d46762dabd9d188b02c4af26c487,2018-09-12,2018-09-15,2018-09-16,,2026-09-13T15:08:13.865683+00:00,2018-09-16,,2018-09-16,2018-09-15,senate-2018,US_SENATE,WY,senate-2018-WY,RV,1200,Live Phone,29.5,70.5,1.11,0.53,-41.006,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-1-63,study-2018-WY-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,9daba7b5fba3271d1681f1a743339eb398250b0c15b14de4642cd38617802476,2018-09-11,2018-09-14,2018-09-15,,2026-09-13T15:08:13.865683+00:00,2018-09-15,,2018-09-15,2018-09-14,senate-2018,US_SENATE,WY,senate-2018-WY,LV,1200,IVR/Online,28.03,71.97,5.57,0.87,-43.941,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-2-147,study-2018-WY-Quinnipiac-2018-06-12,1,Quinnipiac,none,synthetic://fixtures/polls,1a61dfef49a62cbce0b8b6e58d944af1f981aee816926dd13d4494355d0b9d54,2018-06-10,2018-06-12,2018-06-12,,2026-09-13T15:08:13.865683+00:00,2018-06-12,,2018-06-12,2018-06-12,senate-2018,US_SENATE,WY,senate-2018-WY,RV,750,Online,26.39,73.61,3.34,0.4,-47.212,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-3-36,study-2018-WY-Emerson-2018-10-01,1,Emerson,none,synthetic://fixtures/polls,1eefa1a23d85b152990583d6bd40191148c1a2b62c5a6a8bb49783f94962d1cd,2018-09-27,2018-10-01,2018-10-02,,2026-09-13T15:08:13.865683+00:00,2018-10-02,,2018-10-02,2018-10-01,senate-2018,US_SENATE,WY,senate-2018-WY,LV,400,IVR/Online,34.33,65.67,5.28,1.21,-31.339,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-4-148,study-2018-WY-Siena-2018-06-11,1,Siena,none,synthetic://fixtures/polls,c1f3f703f2bb3ff8bb039073cbad5cca5567ec7337f90d0214e0981bc0420c2d,2018-06-07,2018-06-11,2018-06-11,,2026-09-13T15:08:13.865683+00:00,2018-06-11,,2018-06-11,2018-06-11,senate-2018,US_SENATE,WY,senate-2018-WY,LV,750,IVR/Online,35.25,64.75,3.21,0.15,-29.498,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-5-33,study-2018-WY-Marist-2018-10-04,1,Marist,none,synthetic://fixtures/polls,a5c1d3c1a1a1edfbd2516b19476d411e648af0a4c92fcf7c76663f24d431e03c,2018-09-30,2018-10-04,2018-10-05,,2026-09-13T15:08:13.865683+00:00,2018-10-05,,2018-10-05,2018-10-04,senate-2018,US_SENATE,WY,senate-2018-WY,LV,900,Online,33.27,66.73,7.89,0.82,-33.469,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-6-43,study-2018-WY-YouGov-2018-09-24,1,YouGov,none,synthetic://fixtures/polls,a5951c6e43e61b8dcf4091d5d6b97b7baf1e7c4ce46056138fda72bc77939487,2018-09-22,2018-09-24,2018-09-25,,2026-09-13T15:08:13.865683+00:00,2018-09-25,,2018-09-25,2018-09-24,senate-2018,US_SENATE,WY,senate-2018-WY,RV,500,IVR/Online,34.6,65.4,4.47,0.36,-30.808,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2018-WY-7-40,study-2018-WY-RMG Research-2018-09-27,1,RMG Research,none,synthetic://fixtures/polls,cbf1c958e0218bd60ac6fea50d9cd5cea78ad8f5c63c1fe21c1f05c7eaff5f40,2018-09-25,2018-09-27,2018-09-27,,2026-09-13T15:08:13.865683+00:00,2018-09-27,,2018-09-27,2018-09-27,senate-2018,US_SENATE,WY,senate-2018-WY,LV,500,IVR/Online,31.23,68.77,4.63,0.15,-37.537,False,include,,fixtures-v1,2026-09-13T15:08:13.865683+00:00,
poll-2020-AK-0-73,study-2020-AK-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,c578da2681d2cb27093daabd5cf3a7de0d51efa830819127a984be75998fc34d,2020-09-14,2020-09-17,2020-09-18,,2026-09-13T15:08:13.876680+00:00,2020-09-18,,2020-09-18,2020-09-17,senate-2020,US_SENATE,AK,senate-2020-AK,LV,400,Live Phone,37.32,62.68,5.72,0.1,-25.369,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-1-131,study-2020-AK-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,3c35e253d7b996a45cb88a38a750c262adc4fb851c6572dc0e23a037facd2b98,2020-09-13,2020-09-16,2020-09-17,,2026-09-13T15:08:13.876680+00:00,2020-09-17,,2020-09-17,2020-09-16,senate-2020,US_SENATE,AK,senate-2020-AK,RV,600,IVR/Online,44.56,55.44,3.15,1.0,-10.888,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-2-70,study-2020-AK-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,50ffc0dc7ef082fd85309885c6d2fd0d7d05b28e0a58febf15bf9c2a46405064,2020-09-12,2020-09-15,2020-09-16,,2026-09-13T15:08:13.876680+00:00,2020-09-16,,2020-09-16,2020-09-15,senate-2020,US_SENATE,AK,senate-2020-AK,LV,1200,Live Phone,43.83,56.17,5.12,0.8,-12.343,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-3-64,study-2020-AK-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,30e6860d4179877e6e81e95be63c65f541e07a8c17248cce4994a9e63e80987a,2020-09-11,2020-09-14,2020-09-15,,2026-09-13T15:08:13.876680+00:00,2020-09-15,,2020-09-15,2020-09-14,senate-2020,US_SENATE,AK,senate-2020-AK,RV,900,IVR/Online,44.9,55.1,6.43,0.78,-10.202,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-4-22,study-2020-AK-Siena-2020-10-12,1,Siena,none,synthetic://fixtures/polls,929c58e9543ac1baa880b2a742e7b80e96f33464c285e2b1231f2f7a0ff2f45a,2020-10-10,2020-10-12,2020-10-13,,2026-09-13T15:08:13.876680+00:00,2020-10-13,,2020-10-13,2020-10-12,senate-2020,US_SENATE,AK,senate-2020-AK,LV,400,IVR/Online,44.23,55.77,3.14,0.9,-11.536,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-5-132,study-2020-AK-RMG Research-2020-06-24,1,RMG Research,none,synthetic://fixtures/polls,8f62c423ac46bcf9b7bdc48a29dbb1929f51e469cc92617b34cec082b4a6d5b5,2020-06-21,2020-06-24,2020-06-25,,2026-09-13T15:08:13.876680+00:00,2020-06-25,,2020-06-25,2020-06-24,senate-2020,US_SENATE,AK,senate-2020-AK,LV,750,IVR/Online,45.28,54.72,4.21,0.02,-9.449,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-6-78,study-2020-AK-Quinnipiac-2020-08-17,1,Quinnipiac,none,synthetic://fixtures/polls,6287b04cde72f0aeafe48a06eeded4fd470477d2d1bf81c8078a89728d26b5b4,2020-08-15,2020-08-17,2020-08-18,,2026-09-13T15:08:13.876680+00:00,2020-08-18,,2020-08-18,2020-08-17,senate-2020,US_SENATE,AK,senate-2020-AK,LV,500,Online,44.34,55.66,5.21,0.24,-11.32,False,include,,fixtures-v1,2026-09-13T15:08:13.876680+00:00,
poll-2020-AK-7-116,study-2020-AK-Trafalgar-2020-07-10,1,Trafalgar,none,synthetic://fixtures/polls,7489aa727ff9bb755c1f9391f9c15ff307108fdb10dbf5b853fed39ed7c81c14,2020-07-08,2020-07-10,2020-07-11,,2026-09-13T15:08:13.876680+00:00,2020-07-11,,2020-07-11,2020-07-10,senate-2020,US_SENATE,AK,senate-2020-AK,RV,900,Live Phone,40.01,59.99,2.25,1.99,-19.989,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AK-8-22,study-2020-AK-RMG Research-2020-10-12,1,RMG Research,none,synthetic://fixtures/polls,fc5e020888bf21ef395cf8c16677f96fc4b150a8efa2b960e27b30e9117ba1d1,2020-10-09,2020-10-12,2020-10-12,,2026-09-13T15:08:13.877679+00:00,2020-10-12,,2020-10-12,2020-10-12,senate-2020,US_SENATE,AK,senate-2020-AK,RV,500,Online,40.23,59.77,3.19,0.44,-19.536,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AK-9-84,study-2020-AK-SurveyUSA-2020-08-11,1,SurveyUSA,none,synthetic://fixtures/polls,b9b858c4aae0bb86592ce6866df8e2e33563db2ffad51367853aa6acb05db7da,2020-08-08,2020-08-11,2020-08-12,,2026-09-13T15:08:13.877679+00:00,2020-08-12,,2020-08-12,2020-08-11,senate-2020,US_SENATE,AK,senate-2020-AK,RV,750,Live Phone,47.81,52.19,3.15,0.48,-4.374,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AK-10-78,study-2020-AK-Marist-2020-08-17,1,Marist,none,synthetic://fixtures/polls,a979da0520bacc62631d834f6351197b3b0e7522bbe78bbec8bcf53b17800793,2020-08-15,2020-08-17,2020-08-18,,2026-09-13T15:08:13.877679+00:00,2020-08-18,,2020-08-18,2020-08-17,senate-2020,US_SENATE,AK,senate-2020-AK,RV,600,Live Phone,48.2,51.8,2.67,1.06,-3.607,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AK-11-46,study-2020-AK-YouGov-2020-09-18,1,YouGov,none,synthetic://fixtures/polls,e366296897a5b0e26a8ee2b069651785b53eaa54d3d998dfee9dc55a6aa9ec0b,2020-09-16,2020-09-18,2020-09-18,,2026-09-13T15:08:13.877679+00:00,2020-09-18,,2020-09-18,2020-09-18,senate-2020,US_SENATE,AK,senate-2020-AK,RV,1200,Online,46.23,53.77,3.94,1.91,-7.543,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AK-12-22,study-2020-AK-Siena-2020-10-12,1,Siena,none,synthetic://fixtures/polls,15d1f9d7d5baeaeb8476e2d514a974e4e1ebd32b15d8359596898edccca8ddb7,2020-10-08,2020-10-12,2020-10-12,,2026-09-13T15:08:13.877679+00:00,2020-10-12,,2020-10-12,2020-10-12,senate-2020,US_SENATE,AK,senate-2020-AK,LV,750,IVR/Online,47.26,52.74,4.73,1.88,-5.485,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AK-13-79,study-2020-AK-RMG Research-2020-08-16,1,RMG Research,none,synthetic://fixtures/polls,570f6794a2f847ca1432b02f139efc4fce67d2a535ffa71647de12748e8adbf4,2020-08-12,2020-08-16,2020-08-17,,2026-09-13T15:08:13.877679+00:00,2020-08-17,,2020-08-17,2020-08-16,senate-2020,US_SENATE,AK,senate-2020-AK,RV,750,IVR/Online,44.2,55.8,5.56,2.08,-11.598,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AZ-0-11,study-2020-AZ-PPP-2020-10-23,1,PPP,none,synthetic://fixtures/polls,7998f119f412d421a6a11fce5d8acaa5bdf2cb78fd0471e2e14712403217540e,2020-10-19,2020-10-23,2020-10-23,,2026-09-13T15:08:13.877679+00:00,2020-10-23,,2020-10-23,2020-10-23,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,500,IVR/Online,50.22,49.78,4.6,0.61,0.447,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AZ-1-21,study-2020-AZ-YouGov-2020-10-13,1,YouGov,none,synthetic://fixtures/polls,4befbf336d2b2d27daba5b4ef9f9fad544b52b1ae702c155e0629befc341fae3,2020-10-11,2020-10-13,2020-10-14,,2026-09-13T15:08:13.877679+00:00,2020-10-14,,2020-10-14,2020-10-13,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,900,Live Phone,52.77,47.23,5.29,0.06,5.536,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AZ-2-33,study-2020-AZ-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,59d763a2e834b07e1f7d3c4da1e9c70317698a4aa77f832ac8cc550b3787c0ce,2020-10-06,2020-10-09,2020-10-10,,2026-09-13T15:08:13.877679+00:00,2020-10-10,,2020-10-10,2020-10-09,senate-2020,US_SENATE,AZ,senate-2020-AZ,RV,400,Online,46.33,53.67,8.4,0.88,-7.34,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AZ-3-36,study-2020-AZ-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,08bcf6621f496ae86126f56ceb966ee04d4a886f934646d1eddc7fb5f8d712fb,2020-10-05,2020-10-08,2020-10-09,,2026-09-13T15:08:13.877679+00:00,2020-10-09,,2020-10-09,2020-10-08,senate-2020,US_SENATE,AZ,senate-2020-AZ,RV,400,Online,46.99,53.01,1.84,0.41,-6.011,False,include,,fixtures-v1,2026-09-13T15:08:13.877679+00:00,
poll-2020-AZ-4-139,study-2020-AZ-Siena-2020-06-17,1,Siena,none,synthetic://fixtures/polls,9ad359687e9e27443494e34a23d1cbd9fa67826c24ac82418dc3f93df16aab66,2020-06-13,2020-06-17,2020-06-18,,2026-09-13T15:08:13.878680+00:00,2020-06-18,,2020-06-18,2020-06-17,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,900,Live Phone,49.95,50.05,4.64,0.93,-0.097,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-AZ-5-108,study-2020-AZ-Data for Progress-2020-07-18,1,Data for Progress,none,synthetic://fixtures/polls,efa8b77334cf4696f8d7eff7f4c6951f121063d6756d30575787ed4fa1934cfc,2020-07-14,2020-07-18,2020-07-19,,2026-09-13T15:08:13.878680+00:00,2020-07-19,,2020-07-19,2020-07-18,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,900,IVR/Online,50.7,49.3,4.52,1.8,1.394,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-AZ-6-6,study-2020-AZ-YouGov-2020-10-28,1,YouGov,none,synthetic://fixtures/polls,482ea7f34a074f3e9071650e6157c7b6514d5e188c06bccc6e89c23241be7705,2020-10-24,2020-10-28,2020-10-29,,2026-09-13T15:08:13.878680+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,1200,IVR/Online,51.43,48.57,5.52,2.13,2.862,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-AZ-7-97,study-2020-AZ-Quinnipiac-2020-07-29,1,Quinnipiac,none,synthetic://fixtures/polls,518e99facee52e25d1f47fb4eecd3d1def1da56bd8925cb7c9d49c3041e16953,2020-07-27,2020-07-29,2020-07-29,,2026-09-13T15:08:13.878680+00:00,2020-07-29,,2020-07-29,2020-07-29,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,600,IVR/Online,47.93,52.07,1.35,1.48,-4.133,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-AZ-8-127,study-2020-AZ-Trafalgar-2020-06-29,1,Trafalgar,none,synthetic://fixtures/polls,6fd1030b332aa4b97f047731767539c421c69e949693109f819944568a76677d,2020-06-25,2020-06-29,2020-06-29,,2026-09-13T15:08:13.878680+00:00,2020-06-29,,2020-06-29,2020-06-29,senate-2020,US_SENATE,AZ,senate-2020-AZ,LV,1200,Live Phone,41.76,58.24,0.88,1.44,-16.48,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-0-98,study-2020-CA-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,f181bb1729d45cce7986b068dfb3e3a78cc9345b925e7ec888e45ca602e75cb9,2020-09-18,2020-09-21,2020-09-22,,2026-09-13T15:08:13.878680+00:00,2020-09-22,,2020-09-22,2020-09-21,senate-2020,US_SENATE,CA,senate-2020-CA,LV,900,IVR/Online,60.43,39.57,4.04,1.41,20.865,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-1-136,study-2020-CA-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,86a0360683b96d3188307e1e4d631b275dc8ab7f5a2d69ff90170ac0900d2f67,2020-09-17,2020-09-20,2020-09-21,,2026-09-13T15:08:13.878680+00:00,2020-09-21,,2020-09-21,2020-09-20,senate-2020,US_SENATE,CA,senate-2020-CA,LV,750,Online,63.7,36.3,5.86,1.47,27.399,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-2-128,study-2020-CA-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,e0cb11acb817e1e4ef231fdd859f3da29f9b4b7a8520930bd0ed5d77db4f9ada,2020-09-16,2020-09-19,2020-09-20,,2026-09-13T15:08:13.878680+00:00,2020-09-20,,2020-09-20,2020-09-19,senate-2020,US_SENATE,CA,senate-2020-CA,LV,1200,IVR/Online,64.44,35.56,4.0,1.02,28.887,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-3-104,study-2020-CA-Siena-2020-07-22,1,Siena,none,synthetic://fixtures/polls,974295a5cad5e6db8b486e3121eab79ab3cb41e6f5c37fc0c23dd852630b705f,2020-07-19,2020-07-22,2020-07-23,,2026-09-13T15:08:13.878680+00:00,2020-07-23,,2020-07-23,2020-07-22,senate-2020,US_SENATE,CA,senate-2020-CA,LV,400,Online,63.22,36.78,4.01,0.42,26.44,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-4-59,study-2020-CA-YouGov-2020-09-05,1,YouGov,none,synthetic://fixtures/polls,ce482de0ac6e26e010ea3ff74ffc616c818f6d7e7663169040015caa6c3357f9,2020-09-02,2020-09-05,2020-09-06,,2026-09-13T15:08:13.878680+00:00,2020-09-06,,2020-09-06,2020-09-05,senate-2020,US_SENATE,CA,senate-2020-CA,LV,1200,IVR/Online,63.02,36.98,1.45,1.05,26.045,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-5-49,study-2020-CA-Emerson-2020-09-15,1,Emerson,none,synthetic://fixtures/polls,afea6d2882d26d8b0b93fdcc9341700f30a653cf5503fc3e5af2b9dc837b6b0c,2020-09-11,2020-09-15,2020-09-16,,2026-09-13T15:08:13.878680+00:00,2020-09-16,,2020-09-16,2020-09-15,senate-2020,US_SENATE,CA,senate-2020-CA,RV,400,Online,63.28,36.72,3.55,0.16,26.57,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-6-61,study-2020-CA-Marist-2020-09-03,1,Marist,none,synthetic://fixtures/polls,2a79cd1bb839439e9730ebd477ca15e6adb4c0849112189536de947100a02dab,2020-09-01,2020-09-03,2020-09-03,,2026-09-13T15:08:13.878680+00:00,2020-09-03,,2020-09-03,2020-09-03,senate-2020,US_SENATE,CA,senate-2020-CA,LV,750,Online,64.82,35.18,4.95,0.86,29.641,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-7-75,study-2020-CA-Siena-2020-08-20,1,Siena,none,synthetic://fixtures/polls,1560de80d0424269770f1671a9717439ec8709d65c7d74a401c0e386728645d8,2020-08-16,2020-08-20,2020-08-21,,2026-09-13T15:08:13.878680+00:00,2020-08-21,,2020-08-21,2020-08-20,senate-2020,US_SENATE,CA,senate-2020-CA,LV,600,Online,61.75,38.25,2.12,0.88,23.496,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
poll-2020-CA-8-45,study-2020-CA-Siena-2020-09-19,1,Siena,none,synthetic://fixtures/polls,bc8f9e2a2a8924d08ace79321719a3081246c26c4af9b4229eb3d32cd9ed76f9,2020-09-17,2020-09-19,2020-09-20,,2026-09-13T15:08:13.878680+00:00,2020-09-20,,2020-09-20,2020-09-19,senate-2020,US_SENATE,CA,senate-2020-CA,LV,750,Online,63.38,36.62,2.77,1.28,26.751,False,include,,fixtures-v1,2026-09-13T15:08:13.878680+00:00,
