poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes,geography_version_id,candidate_set_version,question_id,frame,recruitment,language,design_effect,leaners_included,multiway,questionnaire_hash,dem_candidate_id,dem_candidate_name,rep_candidate_id,rep_candidate_name,matchup_id,hypothetical,contest_kind,seat_name,election_stage
fte-72161-135337,fte-study-72161,1,The Justice Collaborative Institute,nan,https://tjcinstitute.com/wp-content/uploads/2020/10/From-President-and-Senate-to-County-Attorney-and-Sheriff-Democrats-Lead-Up-and-Down-the-Ballot-in-Arizona-1.pdf,e6c77bbbcb33ef2175996942331eb103864531abd750783c6adc477fb1ec1695,2020-10-22,2020-10-25,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-25,senate-2020,US_SENATE,AZ,senate-2020-AZ-special,RV,1007.0,Online Opt-In Panel,55.556,44.444,0.0,0.0,11.111,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13445|13446,135337,,,en,1.0,True,False,,13445,Mark Kelly,13446,Martha McSally,13445|13446,False,special,Class III,general
fte-72162-135340,fte-study-72162,1,MSU - Billings,nan,http://www.msubillings.edu/class/nams/polls/2020-mountain-states-poll-report.pdf,a3895604e004775d8cb82f586dc3d1b5191bfbc397597b1b2942de1b8529263d,2020-10-19,2020-10-24,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-24,senate-2020,US_SENATE,MT,senate-2020-MT,LV,546.0,Live Phone,50.526,49.474,0.0,0.0,1.053,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14517|14518,135340,,,en,1.0,True,False,,14517,Steve Bullock,14518,Steve Daines,14517|14518,False,regular,Class II,general
fte-72165-135351,fte-study-72165,1,GBAO,nan,https://bollierforkansas.com/new-kssen-poll-bollier-1/,42f04cd4319de5ec3083728a039547f18d980bf74f32ee3364247eb4dbb51b7c,2020-10-25,2020-10-27,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-27,senate-2020,US_SENATE,KS,senate-2020-KS,LV,600.0,Live Phone,50.0,50.0,0.0,0.0,0.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13698|14604,135351,,,en,1.0,True,False,,13698,Barbara Goolsbee Bollier,14604,Roger Marshall,13698|14604,False,regular,Class II,general
fte-72165-135352,fte-study-72165,1,GBAO,nan,https://bollierforkansas.com/new-kssen-poll-bollier-1/,4582f8b0c5a2cbf725c648a6aec2dc7add1f479e84e843a41c743ecfc0e0f80c,2020-10-25,2020-10-27,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-27,senate-2020,US_SENATE,KS,senate-2020-KS,LV,600.0,Live Phone,50.549,49.451,0.0,0.0,1.099,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13698|14604,135352,,,en,1.0,True,False,,13698,Barbara Goolsbee Bollier,14604,Roger Marshall,13698|14604,False,regular,Class II,general
fte-72166-135359,fte-study-72166,1,Ipsos,Reuters,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,93d81d48553d77f93ae7486a88ab325771c75d53c0389f846e3659dd62870887,2020-10-21,2020-10-27,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-27,senate-2020,US_SENATE,AZ,senate-2020-AZ-special,LV,714.0,Probability Panel,53.684,46.316,0.0,0.0,7.368,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13445|13446,135359,,,en,1.0,True,False,,13445,Mark Kelly,13446,Martha McSally,13445|13446,False,special,Class III,general
fte-72170-135364,fte-study-72170,1,Mitchell,MIRS News Service,https://web.archive.org/web/20201101122405/https://mirsnews.com/images/MIRS-Mitchell_Poll_Press_Release-_Field_Copy_-_Crosstabs_10-28-20.pdf,5fefa81ac20fa88fbd3173f76af6c9d5e3742403124700c9012ba205454e7f05,2020-10-25,2020-10-27,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-27,senate-2020,US_SENATE,MI,senate-2020-MI,LV,759.0,IVR/Text,55.042,44.958,0.0,0.0,10.084,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13453|13454,135364,,,en,1.0,True,False,,13453,Gary C. Peters,13454,John James,13453|13454,False,regular,Class II,general
fte-72171-135366,fte-study-72171,1,SurveyUSA,KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,https://assets.documentcloud.org/documents/20400328/surveyusa1028.pdf,7a08c8c73123deb6be7470a3f23cea1419d29752d2839aefac0c4e1c1357d029,2020-10-23,2020-10-27,2020-10-28,,2026-09-19T19:38:33.035596+00:00,2020-10-28,,2020-10-28,2020-10-27,senate-2020,US_SENATE,MN,senate-2020-MN,LV,649.0,Online Opt-In Panel,51.724,48.276,0.0,0.0,3.448,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:15691|15692,135366,,,en,1.0,True,False,,15691,Tina Smith,15692,Jason Lewis,15691|15692,False,regular,Class II,general
fte-72179-135388,fte-study-72179,1,SurveyUSA,FairVote,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,ece11ef4875984a34d444f91a059d9f75ce201d70330aa6f7d568b1f0e119d64,2020-10-23,2020-10-27,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-27,senate-2020,US_SENATE,ME,senate-2020-ME,LV,1007.0,IVR/Online Opt-In Panel,50.549,49.451,0.0,0.0,1.099,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13455|13456,135388,,,en,1.0,True,False,,13455,Sara I. Gideon,13456,Susan M. Collins,13455|13456,False,regular,Class II,general
fte-72179-135389,fte-study-72179,1,SurveyUSA,FairVote,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,e4c3f9b436ad430c8b666e2b8fc5a0a7769cff41d8f49a241fa58f4735c24757,2020-10-23,2020-10-27,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-27,senate-2020,US_SENATE,ME,senate-2020-ME,LV,1007.0,IVR/Online Opt-In Panel,51.0,49.0,0.0,0.0,2.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13455|13456,135389,,,en,1.0,True,False,,13455,Sara I. Gideon,13456,Susan M. Collins,13455|13456,False,regular,Class II,general
fte-72181-135397,fte-study-72181,1,Citizen Data,nan,https://github.com/GetCitizenData/VoteByMail/blob/master/VoteByMail-Georgia/Modeling/October/Georgia%20VBM%20Toplines%2010_23_2020.pdf,e2cd44e6edc216fe8ed4748f293bf8f51e9464516bceab672e3ba63ffa42209b,2020-10-17,2020-10-20,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-20,senate-2020,US_SENATE,GA,senate-2020-GA,LV,1000.0,IVR/Text-to-Web,53.909,46.091,0.0,0.0,7.819,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14567|14568,135397,,,en,1.0,True,False,,14567,Jon Ossoff,14568,David A. Perdue,14567|14568,False,regular,Class II,general
fte-72182-135399,fte-study-72182,1,Citizen Data,nan,https://github.com/GetCitizenData/VoteByMail/blob/master/VoteByMail-Michigan/Modeling/October/Michigan%20VBM%20Toplines%2010_23_2020.pdf,1a560e96f2e0a0814d65ac66c1f1c5e8932e0083fceda051768cfd29856b8c8a,2020-10-17,2020-10-20,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-20,senate-2020,US_SENATE,MI,senate-2020-MI,LV,1000.0,IVR/Text-to-Web,52.013,47.987,0.0,0.0,4.026,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13453|13454,135399,,,en,1.0,True,False,,13453,Gary C. Peters,13454,John James,13453|13454,False,regular,Class II,general
fte-72183-135400,fte-study-72183,1,Citizen Data,nan,https://github.com/GetCitizenData/VoteByMail/blob/master/VoteByMail-North%20Carolina/Modeling/October/North%20Carolina%20VBM%20Toplines%2010_23_2020.pdf,109f2ae714a6cb1c32db5ba15d006fab3a679133b6b835c3c47c1f25000ef8e9,2020-10-17,2020-10-20,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-20,senate-2020,US_SENATE,NC,senate-2020-NC,LV,1000.0,IVR/Text-to-Web,53.375,46.625,0.0,0.0,6.75,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13468|13461,135400,,,en,1.0,True,False,,13468,Cal Cunningham,13461,Thomas Roland Tillis,13468|13461,False,regular,Class II,general
fte-72186-135401,fte-study-72186,1,Citizen Data,nan,https://github.com/GetCitizenData/VoteByMail/blob/master/VoteByMail-Texas/Modeling/October/Corrected%20Texas%20VBM%20Toplines%2010_29_20.pdf,1100e9778b5fcbe1c16ba79c60839f17410626904f61a274124c0892a8328da4,2020-10-17,2020-10-20,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-20,senate-2020,US_SENATE,TX,senate-2020-TX,LV,1000.0,IVR/Text-to-Web,49.877,50.123,0.0,0.0,-0.246,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13459|13444,135401,,,en,1.0,True,False,,13459,Mary Jennings Hegar,13444,John Cornyn,13459|13444,False,regular,Class II,general
fte-72187-135403,fte-study-72187,1,PPP,nan,https://www.publicpolicypolling.com/polls/georgia-trending-well-for-democrats/,d994179dfac69ac38ba647bab60ba3e61be75b62a83f90a8b56ff72343c3624d,2020-10-27,2020-10-28,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,GA,senate-2020-GA,LV,661.0,IVR/Text,51.648,48.352,0.0,0.0,3.297,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14567|14568,135403,,,en,1.0,True,False,,14567,Jon Ossoff,14568,David A. Perdue,14567|14568,False,regular,Class II,general
fte-72189-135407,fte-study-72189,1,Virginia Commonwealth U.,nan,https://drive.google.com/file/d/1uFY4YGN2Wq01Lue3qQEfvv6LSe87RIjz/view,e18028dd7e75fe3690b0e0a28e353ae49991ba2193dd349fb892696c3826bfd6,2020-10-13,2020-10-22,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-22,senate-2020,US_SENATE,VA,senate-2020-VA,LV,709.0,Live Phone,59.14,40.86,0.0,0.0,18.28,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14760|15688,135407,,,en,1.0,True,False,,14760,Mark R. Warner,15688,Daniel M. Gade,14760|15688,False,regular,Class II,general
fte-72193-135419,fte-study-72193,1,Gravis Marketing (2020 and earlier),nan,https://www.scribd.com/document/482078454/Alaska-October-28-2020#from_embed,0c7eec0e5ac27223514b2b4268ad4c530fdbb0469045609861959d727c927127,2020-10-26,2020-10-28,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,AK,senate-2020-AK,LV,770.0,IVR/Online Opt-In Panel,48.387,51.613,0.0,0.0,-3.226,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14697|13462,135419,,,en,1.0,True,False,,14697,Al Gross,13462,Dan Sullivan,14697|13462,False,regular,Class II,general
fte-72205-135439,fte-study-72205,1,Rutgers-Eagleton,nan,https://eagletonpoll.rutgers.edu/wp-content/uploads/2020/10/Rutgers-Eagleton-Poll-2020-Election-October-29-2020.pdf,8d4654754a4c1dd6f7d9113f3c0eea6b4f4ca7096fe01c76b2b34d81901f56c1,2020-10-18,2020-10-24,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-24,senate-2020,US_SENATE,NJ,senate-2020-NJ,RV,972.0,Live Phone,66.292,33.708,0.0,0.0,32.584,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14564|14565,135439,,,en,1.0,True,False,,14564,Cory A. Booker,14565,Rikin Mehta,14564|14565,False,regular,Class II,general
fte-72205-135440,fte-study-72205,1,Rutgers-Eagleton,nan,https://eagletonpoll.rutgers.edu/wp-content/uploads/2020/10/Rutgers-Eagleton-Poll-2020-Election-October-29-2020.pdf,9e762573748be32ef3f59ce664df17ca60f7906dc32371604305657af627fafe,2020-10-18,2020-10-24,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-24,senate-2020,US_SENATE,NJ,senate-2020-NJ,LV,872.0,Live Phone,66.304,33.696,0.0,0.0,32.609,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14564|14565,135440,,,en,1.0,True,False,,14564,Cory A. Booker,14565,Rikin Mehta,14564|14565,False,regular,Class II,general
fte-72206-135451,fte-study-72206,1,U. Massachusetts - Lowell,nan,https://www.uml.edu/docs/2020-Texas-Oct-Topline_tcm18-331627.pdf,9b64ca9981d9a15fca76e661892c37cac84d3c71394c4437e63955c1c814be76,2020-10-20,2020-10-26,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-26,senate-2020,US_SENATE,TX,senate-2020-TX,LV,873.0,Online Opt-In Panel,47.312,52.688,0.0,0.0,-5.376,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13459|13444,135451,,,en,1.0,True,False,,13459,Mary Jennings Hegar,13444,John Cornyn,13459|13444,False,regular,Class II,general
fte-72207-135452,fte-study-72207,1,U. Massachusetts - Lowell,nan,https://www.uml.edu/docs/2020-NC-Oct-Topline_tcm18-331629.pdf,3a821c2a1738eca5e395b8ccad3de3440ea35ad37c5418aa1aa88362e33aaed9,2020-10-20,2020-10-26,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-26,senate-2020,US_SENATE,NC,senate-2020-NC,LV,911.0,Online Opt-In Panel,52.128,47.872,0.0,0.0,4.255,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13468|13461,135452,,,en,1.0,True,False,,13468,Cal Cunningham,13461,Thomas Roland Tillis,13468|13461,False,regular,Class II,general
fte-72208-135453,fte-study-72208,1,U. Massachusetts - Lowell,nan,https://www.uml.edu/docs/2020-NH-Oct-Topline_tcm18-331636.pdf,a64f8b5e0b5833141a5c0214c91f7495424a00dfcd06d4318db9386ef7a54e58,2020-10-16,2020-10-26,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-26,senate-2020,US_SENATE,NH,senate-2020-NH,LV,757.0,Online Opt-In Panel,60.0,40.0,0.0,0.0,20.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13448|14492,135453,,,en,1.0,True,False,,13448,Jeanne Shaheen,14492,Bryant Messner,13448|14492,False,regular,Class II,general
fte-72215-135478,fte-study-72215,1,Siena-NYT,nan,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,f03db9a5920de08c91ca61aac1a538a350b315c9adc3c0fe28aec0cb50f5e8e2,2020-10-23,2020-10-27,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-27,senate-2020,US_SENATE,NC,senate-2020-NC,LV,1034.0,Live Phone,51.685,48.315,0.0,0.0,3.371,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13468|13461,135478,,,en,1.0,True,False,,13468,Cal Cunningham,13461,Thomas Roland Tillis,13468|13461,False,regular,Class II,general
fte-72217-135483,fte-study-72217,1,Rasmussen,nan,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/arizona_senate_kelly_d_48_mcsally_r_43,ba09bc1bdc20f018061de245c949b3b0f43852552d79457ab18fa5d011347926,2020-10-27,2020-10-29,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-29,senate-2020,US_SENATE,AZ,senate-2020-AZ-special,LV,800.0,IVR/Online Opt-In Panel,52.747,47.253,0.0,0.0,5.495,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13445|13446,135483,,,en,1.0,True,False,,13445,Mark Kelly,13446,Martha McSally,13445|13446,False,special,Class III,general
fte-72220-135488,fte-study-72220,1,Quinnipiac,nan,https://poll.qu.edu/Poll-Release?releaseid=3741,70092911099de2e85b3137aa2a55bbc8f56f6d29cb25835bf4515bed0b52de5f,2020-10-23,2020-10-27,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-27,senate-2020,US_SENATE,IA,senate-2020-IA,LV,1225.0,Live Phone,48.936,51.064,0.0,0.0,-2.128,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13466|13467,135488,,,en,1.0,True,False,,13466,Theresa Greenfield,13467,Joni K. Ernst,13466|13467,False,regular,Class II,general
fte-72223-135490,fte-study-72223,1,Auburn University at Montgomery,nan,https://www.aum.edu/wp-content/uploads/2020/10/10.29.2020-AUM-Poll-Topline-Results.pdf,dfa8e155754eff38750e359501a5ce22f665588bf8a33b5200a7d168ef417e5e,2020-10-23,2020-10-28,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,AL,senate-2020-AL,LV,853.0,Email,44.364,55.636,0.0,0.0,-11.272,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13612|13614,135490,,,en,1.0,True,False,,13612,Gordon Douglas Jones,13614,Tommy Tuberville,13612|13614,False,regular,Class II,general
fte-72226-135495,fte-study-72226,1,ARG,nan,https://americanresearchgroup.com/nhpoll/senate20/,92747309034d242e800bfd40592d59e3fcb9e3ca6320343e3cc9172dd6247e13,2020-10-26,2020-10-28,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,NH,senate-2020-NH,LV,600.0,Live Phone,58.763,41.237,0.0,0.0,17.526,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13448|14492,135495,,,en,1.0,True,False,,13448,Jeanne Shaheen,14492,Bryant Messner,13448|14492,False,regular,Class II,general
fte-72229-135688,fte-study-72229,1,RMG Research,PoliticalIQ,http://politicaliq.com/2020/10/30/tx-senate-cornyn-r-48-hegar-d-42/,6c9480bdf68a7374133488edac1ff7bbdd7d2cb84e82aa672a9e7f849a7655b5,2020-10-27,2020-10-28,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-28,senate-2020,US_SENATE,TX,senate-2020-TX,LV,800.0,IVR/Text,46.667,53.333,0.0,0.0,-6.667,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13459|13444,135688,,,en,1.0,True,False,,13459,Mary Jennings Hegar,13444,John Cornyn,13459|13444,False,regular,Class II,general
fte-72230-135504,fte-study-72230,1,U. New Hampshire,nan,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,fa6f1e8734c28fa5862c52a55fcb4f3b7496b177a6cf2652ccd5e55a3d616a65,2020-10-24,2020-10-28,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,NH,senate-2020-NH,LV,864.0,Online Opt-In Panel,55.67,44.33,0.0,0.0,11.34,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13448|14492,135504,,,en,1.0,True,False,,13448,Jeanne Shaheen,14492,Bryant Messner,13448|14492,False,regular,Class II,general
fte-72233-135518,fte-study-72233,1,St. Anselm,nan,https://www.anselm.edu/sites/default/files/Documents/NHIOP/October%2026%202020%20FullResults.pdf,d6130a0625fc1385d0d3285085862ffa35593ae3bc3507c3d6e1c803bfed5192,2020-10-23,2020-10-26,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-26,senate-2020,US_SENATE,NH,senate-2020-NH,LV,1018.0,Text-to-Web,58.065,41.935,0.0,0.0,16.129,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13448|14492,135518,,,en,1.0,True,False,,13448,Jeanne Shaheen,14492,Bryant Messner,13448|14492,False,regular,Class II,general
fte-72239-135527,fte-study-72239,1,Bluegrass Community and Technical College,nan,https://www.wtvq.com/wp-content/uploads/2020/10/1-All-Summary-Data-Complete-Responses.pdf,f7261d3712baaa238c9eca59b7128ae04644386f7c83c2ed19ca0ece4574a39a,2020-10-16,2020-10-28,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-28,senate-2020,US_SENATE,KY,senate-2020-KY,RV,250.0,Live Phone,44.196,55.804,0.0,0.0,-11.607,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13470|13471,135527,,,en,1.0,True,False,,13470,Amy McGrath,13471,Mitch McConnell,13470|13471,False,regular,Class II,general
fte-72240-135528,fte-study-72240,1,VCreek/AMG,nan,https://projects.fivethirtyeight.com/polls/20201029_KS.pdf,864369e31174350cd6aaeec79149c8230a25a1f7097bac7e2a98435f9605451d,2020-10-25,2020-10-27,2020-10-29,,2026-09-19T19:38:33.035596+00:00,2020-10-29,,2020-10-29,2020-10-27,senate-2020,US_SENATE,KS,senate-2020-KS,LV,1149.0,IVR,48.027,51.973,0.0,0.0,-3.945,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13698|14604,135528,,,en,1.0,True,False,,13698,Barbara Goolsbee Bollier,14604,Roger Marshall,13698|14604,False,regular,Class II,general
fte-72295-135659,fte-study-72295,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,ef71764df24ffffa45e9983665989f800121d830481675546242d0bb33445932,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,AL,senate-2020-AL,LV,232.0,Online Ad,45.6,54.4,0.0,0.0,-8.8,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13612|13614,135659,,,en,1.0,True,False,,13612,Gordon Douglas Jones,13614,Tommy Tuberville,13612|13614,False,regular,Class II,general
fte-72296-135658,fte-study-72296,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,96da0d0b638eeb0d5627217a8436dd4a3da94e1f38db7bc2b054ce8e5f3fc9cd,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,AZ,senate-2020-AZ-special,LV,286.0,Online Ad,55.8,44.2,0.0,0.0,11.6,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13445|13446,135658,,,en,1.0,True,False,,13445,Mark Kelly,13446,Martha McSally,13445|13446,False,special,Class III,general
fte-72299-135653,fte-study-72299,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,c89cd28f6ac6317bf114eb06da133517b7bca62dca6bec7d8bed0ad3c32abb22,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,GA,senate-2020-GA,LV,342.0,Online Ad,49.177,50.823,0.0,0.0,-1.646,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14567|14568,135653,,,en,1.0,True,False,,14567,Jon Ossoff,14568,David A. Perdue,14567|14568,False,regular,Class II,general
fte-72302-135654,fte-study-72302,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,6766cebf20ada01179894519098b92da320ae39c0260cda134cb1e48ffe8afad,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,MI,senate-2020-MI,LV,365.0,Online Ad,58.4,41.6,0.0,0.0,16.8,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13453|13454,135654,,,en,1.0,True,False,,13453,Gary C. Peters,13454,John James,13453|13454,False,regular,Class II,general
fte-72303-135655,fte-study-72303,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,58fd62c08cd8a6fadbd656ffe0563009f3d25c1302e3c4328bfdcdade59c5a98,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,NC,senate-2020-NC,LV,363.0,Online Ad,49.7,50.3,0.0,0.0,-0.6,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13468|13461,135655,,,en,1.0,True,False,,13468,Cal Cunningham,13461,Thomas Roland Tillis,13468|13461,False,regular,Class II,general
fte-72304-135656,fte-study-72304,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,dcf2b34fa87d0a4b30a2b2de14db1dd4f22c9373443f06235c393edd328a503f,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,NJ,senate-2020-NJ,LV,363.0,Online Ad,61.0,39.0,0.0,0.0,22.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:14564|14565,135656,,,en,1.0,True,False,,14564,Cory A. Booker,14565,Rikin Mehta,14564|14565,False,regular,Class II,general
fte-72308-135652,fte-study-72308,1,Swayable,nan,https://www.swayable.com/polls/2020-10-28.html,a565a1bdc9563dd01e82b3b39af45064c1be76d4f88548a8d9e46f20cd0541a2,2020-10-23,2020-10-26,2020-10-30,,2026-09-19T19:38:33.035596+00:00,2020-10-30,,2020-10-30,2020-10-26,senate-2020,US_SENATE,TX,senate-2020-TX,LV,492.0,Online Ad,47.6,52.4,0.0,0.0,-4.8,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:13459|13444,135652,,,en,1.0,True,False,,13459,Mary Jennings Hegar,13444,John Cornyn,13459|13444,False,regular,Class II,general
